id,display_name,category,glb_path,score,threshold,should_remove,confidence_band,reasons
l4d2_props_signs_sign_horizontal_10,Sign Horizontal 10,props_signs,l4d2/props_signs/sign_horizontal_10.glb,0.000,1.100,0,none,
l4d2_props_signs_sign_quarter_02,Sign Quarter 02,props_signs,l4d2/props_signs/sign_quarter_02.glb,0.000,1.100,0,none,
l4d2_props_signs_sign_street_05,Sign Street 05,props_signs,l4d2/props_signs/sign_street_05.glb,0.000,1.100,0,none,
l4d2_props_signs_sign_wall_01,Sign Wall 01,props_signs,l4d2/props_signs/sign_wall_01.glb,0.000,1.100,0,none,
l4d2_props_skybox_boat_rescue_tug_sunshine,Boat Rescue Tug Sunshine,props_skybox,l4d2/props_skybox/boat_rescue_tug_sunshine.glb,0.000,1.100,0,none,
l4d2_props_skybox_dmx_c3m4_ref_ents_obj1,C3M4 Ref Ents Obj1,props_skybox,l4d2/props_skybox/dmx/c3m4_ref_ents_obj1.glb,0.000,1.100,0,none,
l4d2_props_skybox_ferris_wheel,Ferris Wheel,props_skybox,l4d2/props_skybox/ferris_wheel.glb,0.000,1.100,0,none,
l4d2_props_skybox_waterfront_obstacle,Waterfront Obstacle,props_skybox,l4d2/props_skybox/waterfront_obstacle.glb,0.000,1.100,0,none,
l4d2_props_street_awning_checkpoint,Awning Checkpoint,props_street,l4d2/props_street/awning_checkpoint.glb,0.000,1.100,0,none,
l4d2_props_street_awning_modular01_corner01,Awning Modular01 Corner01,props_street,l4d2/props_street/awning_modular01_corner01.glb,0.000,1.100,0,none,
l4d2_props_street_awning_round,Awning Round,props_street,l4d2/props_street/awning_round.glb,0.000,1.100,0,none,
l4d2_props_street_concertinawire64,Concertinawire64,props_street,l4d2/props_street/concertinawire64.glb,0.000,1.100,0,none,
l4d2_props_street_firehydrant,Firehydrant,props_street,l4d2/props_street/firehydrant.glb,0.000,1.100,0,none,
l4d2_props_street_garbage_can,Garbage Can,props_street,l4d2/props_street/garbage_can.glb,0.000,1.100,0,none,
l4d2_props_street_garbage_can_static,Garbage Can Static,props_street,l4d2/props_street/garbage_can_static.glb,0.000,1.100,0,none,
l4d2_props_street_mail_dropbox,Mail Dropbox,props_street,l4d2/props_street/mail_dropbox.glb,0.000,1.100,0,none,
l4d2_props_street_manhole_cover,Manhole Cover,props_street,l4d2/props_street/manhole_cover.glb,0.000,1.100,0,none,
l4d2_props_street_manhole_cover_surround,Manhole Cover Surround,props_street,l4d2/props_street/manhole_cover_surround.glb,0.000,1.100,0,none,
l4d2_props_street_newspaper_dispensers,Newspaper Dispensers,props_street,l4d2/props_street/newspaper_dispensers.glb,0.000,1.100,0,none,
l4d2_props_street_newspaper_dispensers_glass,Newspaper Dispensers Glass,props_street,l4d2/props_street/newspaper_dispensers_glass.glb,0.000,1.100,0,none,
l4d2_props_street_parking_bumper_01,Parking Bumper 01,props_street,l4d2/props_street/parking_bumper_01.glb,0.000,1.100,0,none,
l4d2_props_street_parking_bumper_02_damaged,Parking Bumper 02 Damaged,props_street,l4d2/props_street/parking_bumper_02_damaged.glb,0.000,1.100,0,none,
l4d2_props_street_parking_bumper_03_broken,Parking Bumper 03 Broken,props_street,l4d2/props_street/parking_bumper_03_broken.glb,0.000,1.100,0,none,
l4d2_props_street_railing_street_corner_01,Railing Street Corner 01,props_street,l4d2/props_street/railing_street_corner_01.glb,0.000,1.100,0,none,
l4d2_props_street_railing_street_leftdamage_01,Railing Street Leftdamage 01,props_street,l4d2/props_street/railing_street_leftdamage_01.glb,0.000,1.100,0,none,
l4d2_props_street_railing_street_rightdamage_01,Railing Street Rightdamage 01,props_street,l4d2/props_street/railing_street_rightdamage_01.glb,0.000,1.100,0,none,
l4d2_props_street_rent_sign,Rent Sign,props_street,l4d2/props_street/rent_sign.glb,0.000,1.100,0,none,
l4d2_props_street_rent_sign2,Rent Sign2,props_street,l4d2/props_street/rent_sign2.glb,0.000,1.100,0,none,
l4d2_props_street_roadsidereflector01,Roadsidereflector01,props_street,l4d2/props_street/roadsidereflector01.glb,0.000,1.100,0,none,
l4d2_props_street_shutter_72x32,Shutter 72X32,props_street,l4d2/props_street/shutter_72x32.glb,0.000,1.100,0,none,
l4d2_props_street_shutter_blue_72x32,Shutter Blue 72X32,props_street,l4d2/props_street/shutter_blue_72x32.glb,0.000,1.100,0,none,
l4d2_props_street_sign_broken1_frame,Sign Broken1 Frame,props_street,l4d2/props_street/sign_broken1_frame.glb,0.000,1.100,0,none,
l4d2_props_street_sign_pawnshop01,Sign Pawnshop01,props_street,l4d2/props_street/sign_pawnshop01.glb,0.000,1.100,0,none,
l4d2_props_street_trashbin01,Trashbin01,props_street,l4d2/props_street/trashbin01.glb,0.000,1.100,0,none,
l4d2_props_street_window_washer_button,Window Washer Button,props_street,l4d2/props_street/window_washer_button.glb,0.000,1.100,0,none,
l4d2_props_swamp_boardwalk_rail_chunk01,Boardwalk Rail Chunk01,props_swamp,l4d2/props_swamp/boardwalk_rail_chunk01.glb,0.000,1.100,0,none,
l4d2_props_swamp_boardwalk_rail_chunk02,Boardwalk Rail Chunk02,props_swamp,l4d2/props_swamp/boardwalk_rail_chunk02.glb,0.000,1.100,0,none,
l4d2_props_swamp_boardwalk_rail_chunk03,Boardwalk Rail Chunk03,props_swamp,l4d2/props_swamp/boardwalk_rail_chunk03.glb,0.000,1.100,0,none,
l4d2_props_swamp_boardwalk_rail_chunk04,Boardwalk Rail Chunk04,props_swamp,l4d2/props_swamp/boardwalk_rail_chunk04.glb,0.000,1.100,0,none,
l4d2_props_swamp_parachute_bag01,Parachute Bag01,props_swamp,l4d2/props_swamp/parachute_bag01.glb,0.000,1.100,0,none,
l4d2_props_swamp_winch,Winch,props_swamp,l4d2/props_swamp/winch.glb,0.000,1.100,0,none,
l4d2_props_terror_ammo_stack,Ammo Stack,props,l4d2/props/terror/ammo_stack.glb,0.000,1.100,0,none,
l4d2_props_terror_exploding_ammo,Exploding Ammo,props,l4d2/props/terror/exploding_ammo.glb,0.000,1.100,0,none,
l4d2_props_terror_hamradio,Hamradio,props,l4d2/props/terror/hamradio.glb,0.000,1.100,0,none,
l4d2_props_terror_incendiary_ammo,Incendiary Ammo,props,l4d2/props/terror/incendiary_ammo.glb,0.000,1.100,0,none,
l4d2_props_trailers_steps01,Steps01,props_trailers,l4d2/props_trailers/steps01.glb,0.000,1.100,0,none,
l4d2_props_trailers_trailer_hitch,Trailer Hitch,props_trailers,l4d2/props_trailers/trailer_hitch.glb,0.000,1.100,0,none,
l4d2_props_trailers_window06,Window06,props_trailers,l4d2/props_trailers/window06.glb,0.000,1.100,0,none,
l4d2_props_trailers_window07,Window07,props_trailers,l4d2/props_trailers/window07.glb,0.000,1.100,0,none,
l4d2_props_trailers_window08,Window08,props_trailers,l4d2/props_trailers/window08.glb,0.000,1.100,0,none,
l4d2_props_trainstation_bench_indoor001a,Bench Indoor001A,props_trainstation,l4d2/props_trainstation/bench_indoor001a.glb,0.000,1.100,0,none,
l4d2_props_trainstation_trackends01,Trackends01,props_trainstation,l4d2/props_trainstation/trackends01.glb,0.000,1.100,0,none,
l4d2_props_trainstation_tracksign01,Tracksign01,props_trainstation,l4d2/props_trainstation/tracksign01.glb,0.000,1.100,0,none,
l4d2_props_trainstation_trashcan_indoor001b,Trashcan Indoor001B,props_trainstation,l4d2/props_trainstation/trashcan_indoor001b.glb,0.000,1.100,0,none,
l4d2_props_unique_airport_atlas_break01,Atlas Break01,props_unique,l4d2/props_unique/airport/atlas_break01.glb,0.000,1.100,0,none,
l4d2_props_unique_airport_atlas_break02,Atlas Break02,props_unique,l4d2/props_unique/airport/atlas_break02.glb,0.000,1.100,0,none,
l4d2_props_unique_airport_atlas_break03,Atlas Break03,props_unique,l4d2/props_unique/airport/atlas_break03.glb,0.000,1.100,0,none,
l4d2_props_unique_airport_atlas_break04,Atlas Break04,props_unique,l4d2/props_unique/airport/atlas_break04.glb,0.000,1.100,0,none,
l4d2_props_unique_airport_atlas_break05,Atlas Break05,props_unique,l4d2/props_unique/airport/atlas_break05.glb,0.000,1.100,0,none,
l4d2_props_unique_airport_atlas_break06,Atlas Break06,props_unique,l4d2/props_unique/airport/atlas_break06.glb,0.000,1.100,0,none,
l4d2_props_unique_airport_atlas_break07,Atlas Break07,props_unique,l4d2/props_unique/airport/atlas_break07.glb,0.000,1.100,0,none,
l4d2_props_unique_airport_atlas_break08,Atlas Break08,props_unique,l4d2/props_unique/airport/atlas_break08.glb,0.000,1.100,0,none,
l4d2_props_unique_airport_atlas_break09,Atlas Break09,props_unique,l4d2/props_unique/airport/atlas_break09.glb,0.000,1.100,0,none,
l4d2_props_unique_airport_line_post,Line Post,props_unique,l4d2/props_unique/airport/line_post.glb,0.000,1.100,0,none,
l4d2_props_unique_airport_luggage1,Luggage1,props_unique,l4d2/props_unique/airport/luggage1.glb,0.000,1.100,0,none,
l4d2_props_unique_airport_luggage1_floating,Luggage1 Floating,props_unique,l4d2/props_unique/airport/luggage1_floating.glb,0.000,1.100,0,none,
l4d2_props_unique_airport_luggage2,Luggage2,props_unique,l4d2/props_unique/airport/luggage2.glb,0.000,1.100,0,none,
l4d2_props_unique_airport_luggage2_floating,Luggage2 Floating,props_unique,l4d2/props_unique/airport/luggage2_floating.glb,0.000,1.100,0,none,
l4d2_props_unique_airport_luggage3,Luggage3,props_unique,l4d2/props_unique/airport/luggage3.glb,0.000,1.100,0,none,
l4d2_props_unique_airport_luggage3_floating,Luggage3 Floating,props_unique,l4d2/props_unique/airport/luggage3_floating.glb,0.000,1.100,0,none,
l4d2_props_unique_airport_luggage4,Luggage4,props_unique,l4d2/props_unique/airport/luggage4.glb,0.000,1.100,0,none,
l4d2_props_unique_airport_luggage4_floating,Luggage4 Floating,props_unique,l4d2/props_unique/airport/luggage4_floating.glb,0.000,1.100,0,none,
l4d2_props_unique_airport_standup_board,Standup Board,props_unique,l4d2/props_unique/airport/standup_board.glb,0.000,1.100,0,none,
l4d2_props_unique_airport_trash_bin1,Trash Bin1,props_unique,l4d2/props_unique/airport/trash_bin1.glb,0.000,1.100,0,none,
l4d2_props_unique_airportdeparturepodium01,Airportdeparturepodium,props_unique,l4d2/props_unique/airportdeparturepodium01.glb,0.000,1.100,0,none,
l4d2_props_unique_atm01,Atm,props_unique,l4d2/props_unique/atm01.glb,0.000,1.100,0,none,
l4d2_props_unique_caboose01_drawer01,Caboose01 Drawer,props_unique,l4d2/props_unique/caboose01_drawer01.glb,0.000,1.100,0,none,
l4d2_props_unique_caboose01_pictureframe,Caboose01 Pictureframe,props_unique,l4d2/props_unique/caboose01_pictureframe.glb,0.000,1.100,0,none,
l4d2_props_unique_caboose01_shelf,Caboose01 Shelf,props_unique,l4d2/props_unique/caboose01_shelf.glb,0.000,1.100,0,none,
l4d2_props_unique_coffeemachine01,Coffeemachine,props_unique,l4d2/props_unique/coffeemachine01.glb,0.000,1.100,0,none,
l4d2_props_unique_coffeepot01,Coffeepot,props_unique,l4d2/props_unique/coffeepot01.glb,0.000,1.100,0,none,
l4d2_props_unique_doll01,Doll,props_unique,l4d2/props_unique/doll01.glb,0.000,1.100,0,none,
l4d2_props_unique_elevator_pulley01,Elevator Pulley,props_unique,l4d2/props_unique/elevator_pulley01.glb,0.000,1.100,0,none,
l4d2_props_unique_firepit_campground,Firepit Campground,props_unique,l4d2/props_unique/firepit_campground.glb,0.000,1.100,0,none,
l4d2_props_unique_firepit_campground_money,Firepit Campground Money,props_unique,l4d2/props_unique/firepit_campground_money.glb,0.000,1.100,0,none,
l4d2_props_unique_generator_switch_01,Generator Switch,props_unique,l4d2/props_unique/generator_switch_01.glb,0.000,1.100,0,none,
l4d2_props_unique_generator_switch_01_outline,Generator Switch 01 Outline,props_unique,l4d2/props_unique/generator_switch_01_outline.glb,0.000,1.100,0,none,
l4d2_props_unique_grill_campground,Grill Campground,props_unique,l4d2/props_unique/grill_campground.glb,0.000,1.100,0,none,
l4d2_props_unique_haybails_single,Haybails Single,props_unique,l4d2/props_unique/haybails_single.glb,0.000,1.100,0,none,
l4d2_props_unique_hospital_exam_table,Exam Table,props_unique,l4d2/props_unique/hospital/exam_table.glb,0.000,1.100,0,none,
l4d2_props_unique_hospital_gurney,Gurney,props_unique,l4d2/props_unique/hospital/gurney.glb,0.000,1.100,0,none,
l4d2_props_unique_hospital_iv_pole,Iv Pole,props_unique,l4d2/props_unique/hospital/iv_pole.glb,0.000,1.100,0,none,
l4d2_props_unique_hospital_surgery_lamp,Surgery Lamp,props_unique,l4d2/props_unique/hospital/surgery_lamp.glb,0.000,1.100,0,none,
l4d2_props_unique_hospitalcurtain01,Hospitalcurtain,props_unique,l4d2/props_unique/hospitalcurtain01.glb,0.000,1.100,0,none,
l4d2_props_unique_infectedbreakwall01_2x4mainpart01_dm,Infectedbreakwall01 2X4Mainpart01 Dm,props_unique,l4d2/props_unique/infectedbreakwall01_2x4mainpart01_dm.glb,0.000,1.100,0,none,
l4d2_props_unique_infectedbreakwall01_2x4mainpart02_dm,Infectedbreakwall01 2X4Mainpart02 Dm,props_unique,l4d2/props_unique/infectedbreakwall01_2x4mainpart02_dm.glb,0.000,1.100,0,none,
l4d2_props_unique_infectedbreakwall01_2x4mainpart03_dm,Infectedbreakwall01 2X4Mainpart03 Dm,props_unique,l4d2/props_unique/infectedbreakwall01_2x4mainpart03_dm.glb,0.000,1.100,0,none,
l4d2_props_unique_infectedbreakwall01_2x4mainpart04_dm,Infectedbreakwall01 2X4Mainpart04 Dm,props_unique,l4d2/props_unique/infectedbreakwall01_2x4mainpart04_dm.glb,0.000,1.100,0,none,
l4d2_props_unique_infectedbreakwall01_2x4mainpart05_dm,Infectedbreakwall01 2X4Mainpart05 Dm,props_unique,l4d2/props_unique/infectedbreakwall01_2x4mainpart05_dm.glb,0.000,1.100,0,none,
l4d2_props_unique_jukebox01,Jukebox,props_unique,l4d2/props_unique/jukebox01.glb,0.000,1.100,0,none,
l4d2_props_unique_jukebox01_menu,Jukebox01 Menu,props_unique,l4d2/props_unique/jukebox01_menu.glb,0.000,1.100,0,none,
l4d2_props_unique_luggagecart01,Luggagecart,props_unique,l4d2/props_unique/luggagecart01.glb,0.000,1.100,0,none,
l4d2_props_unique_mop01,Mop,props_unique,l4d2/props_unique/mop01.glb,0.000,1.100,0,none,
l4d2_props_unique_mopbucket01,Mopbucket,props_unique,l4d2/props_unique/mopbucket01.glb,0.000,1.100,0,none,
l4d2_props_unique_showercurtain01,Showercurtain,props_unique,l4d2/props_unique/showercurtain01.glb,0.000,1.100,0,none,
l4d2_props_unique_small_town_swimming_buoy001a,Swimming Buoy001A,props_unique,l4d2/props_unique/small_town/swimming_buoy001a.glb,0.000,1.100,0,none,
l4d2_props_unique_small_town_swimming_buoy001b,Swimming Buoy001B,props_unique,l4d2/props_unique/small_town/swimming_buoy001b.glb,0.000,1.100,0,none,
l4d2_props_unique_spawn_apartment_coffeeammo,Coffeeammo,props_unique,l4d2/props_unique/spawn_apartment/coffeeammo.glb,0.000,1.100,0,none,
l4d2_props_unique_spawn_apartment_lantern,Lantern,props_unique,l4d2/props_unique/spawn_apartment/lantern.glb,0.000,1.100,0,none,
l4d2_props_unique_spawn_apartment_pillow01,Pillow01,props_unique,l4d2/props_unique/spawn_apartment/pillow01.glb,0.000,1.100,0,none,
l4d2_props_unique_spawn_apartment_survivalmanual01,Survivalmanual01,props_unique,l4d2/props_unique/spawn_apartment/survivalmanual01.glb,0.000,1.100,0,none,
l4d2_props_unique_spawn_apartment_survivalmanual02,Survivalmanual02,props_unique,l4d2/props_unique/spawn_apartment/survivalmanual02.glb,0.000,1.100,0,none,
l4d2_props_unique_staircase_spiral01_stair01,Staircase Spiral01 Stair,props_unique,l4d2/props_unique/staircase_spiral01_stair01.glb,0.000,1.100,0,none,
l4d2_props_unique_staircase_spiral01_stair01_base,Staircase Spiral01 Stair01 Base,props_unique,l4d2/props_unique/staircase_spiral01_stair01_base.glb,0.000,1.100,0,none,
l4d2_props_unique_staircase_spiral01_stair01_part01,Staircase Spiral01 Stair01 Part,props_unique,l4d2/props_unique/staircase_spiral01_stair01_part01.glb,0.000,1.100,0,none,
l4d2_props_unique_staircase_spiral01_stair01_part02,Staircase Spiral01 Stair01 Part,props_unique,l4d2/props_unique/staircase_spiral01_stair01_part02.glb,0.000,1.100,0,none,
l4d2_props_unique_staircase_spiral01_stair01_part03,Staircase Spiral01 Stair01 Part,props_unique,l4d2/props_unique/staircase_spiral01_stair01_part03.glb,0.000,1.100,0,none,
l4d2_props_unique_staircase_spiral01_stair01_part04,Staircase Spiral01 Stair01 Part,props_unique,l4d2/props_unique/staircase_spiral01_stair01_part04.glb,0.000,1.100,0,none,
l4d2_props_unique_staircase_spiral01_stair01_part05,Staircase Spiral01 Stair01 Part,props_unique,l4d2/props_unique/staircase_spiral01_stair01_part05.glb,0.000,1.100,0,none,
l4d2_props_unique_staircase_spiral01_stair02_part01,Staircase Spiral01 Stair02 Part,props_unique,l4d2/props_unique/staircase_spiral01_stair02_part01.glb,0.000,1.100,0,none,
l4d2_props_unique_staircase_spiral01_stair02_part02,Staircase Spiral01 Stair02 Part,props_unique,l4d2/props_unique/staircase_spiral01_stair02_part02.glb,0.000,1.100,0,none,
l4d2_props_unique_staircase_spiral01_stair02_part03,Staircase Spiral01 Stair02 Part,props_unique,l4d2/props_unique/staircase_spiral01_stair02_part03.glb,0.000,1.100,0,none,
l4d2_props_unique_staircase_spiral01_stair02_part04,Staircase Spiral01 Stair02 Part,props_unique,l4d2/props_unique/staircase_spiral01_stair02_part04.glb,0.000,1.100,0,none,
l4d2_props_unique_staircase_spiral01_stair03_base,Staircase Spiral01 Stair03 Base,props_unique,l4d2/props_unique/staircase_spiral01_stair03_base.glb,0.000,1.100,0,none,
l4d2_props_unique_staircase_spiral01_stair03_part01,Staircase Spiral01 Stair03 Part,props_unique,l4d2/props_unique/staircase_spiral01_stair03_part01.glb,0.000,1.100,0,none,
l4d2_props_unique_staircase_spiral01_stair03_part02,Staircase Spiral01 Stair03 Part,props_unique,l4d2/props_unique/staircase_spiral01_stair03_part02.glb,0.000,1.100,0,none,
l4d2_props_unique_staircase_spiral01_stair03_part03,Staircase Spiral01 Stair03 Part,props_unique,l4d2/props_unique/staircase_spiral01_stair03_part03.glb,0.000,1.100,0,none,
l4d2_props_unique_staircase_spiral01_stair03_part04,Staircase Spiral01 Stair03 Part,props_unique,l4d2/props_unique/staircase_spiral01_stair03_part04.glb,0.000,1.100,0,none,
l4d2_props_unique_staircase_spiral01_stair04_part01,Staircase Spiral01 Stair04 Part,props_unique,l4d2/props_unique/staircase_spiral01_stair04_part01.glb,0.000,1.100,0,none,
l4d2_props_unique_staircase_spiral01_stair04_part02,Staircase Spiral01 Stair04 Part,props_unique,l4d2/props_unique/staircase_spiral01_stair04_part02.glb,0.000,1.100,0,none,
l4d2_props_unique_staircase_spiral01_stair04_part03,Staircase Spiral01 Stair04 Part,props_unique,l4d2/props_unique/staircase_spiral01_stair04_part03.glb,0.000,1.100,0,none,
l4d2_props_unique_staircase_spiral01_stair04_part04,Staircase Spiral01 Stair04 Part,props_unique,l4d2/props_unique/staircase_spiral01_stair04_part04.glb,0.000,1.100,0,none,
l4d2_props_unique_subwaycarexterior01_enddoor01_damaged01,Subwaycarexterior01 Enddoor01 Damaged,props_unique,l4d2/props_unique/subwaycarexterior01_enddoor01_damaged01.glb,0.000,1.100,0,none,
l4d2_props_unique_subwaycarexterior01_enddoor01_damaged01b,Subwaycarexterior01 Enddoor01 Damaged,props_unique,l4d2/props_unique/subwaycarexterior01_enddoor01_damaged01b.glb,0.000,1.100,0,none,
l4d2_props_unique_subwaycarexterior01_enddoor01_damaged02,Subwaycarexterior01 Enddoor01 Damaged,props_unique,l4d2/props_unique/subwaycarexterior01_enddoor01_damaged02.glb,0.000,1.100,0,none,
l4d2_props_unique_subwaycarexterior01_enddoor01_damaged02b,Subwaycarexterior01 Enddoor01 Damaged,props_unique,l4d2/props_unique/subwaycarexterior01_enddoor01_damaged02b.glb,0.000,1.100,0,none,
l4d2_props_unique_subwaycarexterior01_enddoor01_damaged03,Subwaycarexterior01 Enddoor01 Damaged,props_unique,l4d2/props_unique/subwaycarexterior01_enddoor01_damaged03.glb,0.000,1.100,0,none,
l4d2_props_unique_subwaycarexterior01_enddoor01_damaged03b,Subwaycarexterior01 Enddoor01 Damaged,props_unique,l4d2/props_unique/subwaycarexterior01_enddoor01_damaged03b.glb,0.000,1.100,0,none,
l4d2_props_unique_subwaycarexterior01_enddoor01_damaged04,Subwaycarexterior01 Enddoor01 Damaged,props_unique,l4d2/props_unique/subwaycarexterior01_enddoor01_damaged04.glb,0.000,1.100,0,none,
l4d2_props_unique_subwaycarexterior01_enddoor01_damaged04b,Subwaycarexterior01 Enddoor01 Damaged,props_unique,l4d2/props_unique/subwaycarexterior01_enddoor01_damaged04b.glb,0.000,1.100,0,none,
l4d2_props_unique_subwaycarexterior01_enddoor01_damaged05,Subwaycarexterior01 Enddoor01 Damaged,props_unique,l4d2/props_unique/subwaycarexterior01_enddoor01_damaged05.glb,0.000,1.100,0,none,
l4d2_props_unique_subwaycarexterior01_enddoor01_damaged05b,Subwaycarexterior01 Enddoor01 Damaged,props_unique,l4d2/props_unique/subwaycarexterior01_enddoor01_damaged05b.glb,0.000,1.100,0,none,
l4d2_props_unique_subwaycarexterior01_sidedoor01_damaged_01,Subwaycarexterior01 Sidedoor01 Damaged,props_unique,l4d2/props_unique/subwaycarexterior01_sidedoor01_damaged_01.glb,0.000,1.100,0,none,
l4d2_props_unique_subwaycarexterior01_sidedoor01_damaged_01b,Subwaycarexterior01 Sidedoor01 Damaged,props_unique,l4d2/props_unique/subwaycarexterior01_sidedoor01_damaged_01b.glb,0.000,1.100,0,none,
l4d2_props_unique_subwaycarexterior01_sidedoor01_damaged_02,Subwaycarexterior01 Sidedoor01 Damaged,props_unique,l4d2/props_unique/subwaycarexterior01_sidedoor01_damaged_02.glb,0.000,1.100,0,none,
l4d2_props_unique_subwaycarexterior01_sidedoor01_damaged_02b,Subwaycarexterior01 Sidedoor01 Damaged,props_unique,l4d2/props_unique/subwaycarexterior01_sidedoor01_damaged_02b.glb,0.000,1.100,0,none,
l4d2_props_unique_subwaycarexterior01_sidedoor01_damaged_03,Subwaycarexterior01 Sidedoor01 Damaged,props_unique,l4d2/props_unique/subwaycarexterior01_sidedoor01_damaged_03.glb,0.000,1.100,0,none,
l4d2_props_unique_subwaycarexterior01_sidedoor01_damaged_03b,Subwaycarexterior01 Sidedoor01 Damaged,props_unique,l4d2/props_unique/subwaycarexterior01_sidedoor01_damaged_03b.glb,0.000,1.100,0,none,
l4d2_props_unique_subwaycarexterior01_sidedoor01_damaged_04,Subwaycarexterior01 Sidedoor01 Damaged,props_unique,l4d2/props_unique/subwaycarexterior01_sidedoor01_damaged_04.glb,0.000,1.100,0,none,
l4d2_props_unique_subwaycarexterior01_sidedoor01_damaged_04b,Subwaycarexterior01 Sidedoor01 Damaged,props_unique,l4d2/props_unique/subwaycarexterior01_sidedoor01_damaged_04b.glb,0.000,1.100,0,none,
l4d2_props_unique_wooden_barricade_gascans,Wooden Barricade Gascans,props_unique,l4d2/props_unique/wooden_barricade_gascans.glb,0.000,1.100,0,none,
l4d2_props_update_c11m1_plywood,C11M1 Plywood,props_update,l4d2/props_update/c11m1_plywood.glb,0.000,1.100,0,none,
l4d2_props_urban_air_conditioner001,Air Conditioner001,props_urban,l4d2/props_urban/air_conditioner001.glb,0.000,1.100,0,none,
l4d2_props_urban_ashtray_stand001,Ashtray Stand001,props_urban,l4d2/props_urban/ashtray_stand001.glb,0.000,1.100,0,none,
l4d2_props_urban_bench001,Bench001,props_urban,l4d2/props_urban/bench001.glb,0.000,1.100,0,none,
l4d2_props_urban_big_wheel001,Big Wheel001,props_urban,l4d2/props_urban/big_wheel001.glb,0.000,1.100,0,none,
l4d2_props_urban_buoy003,Buoy003,props_urban,l4d2/props_urban/buoy003.glb,0.000,1.100,0,none,
l4d2_props_urban_ceiling_bubble001,Ceiling Bubble001,props_urban,l4d2/props_urban/ceiling_bubble001.glb,0.000,1.100,0,none,
l4d2_props_urban_ceiling_light001,Ceiling Light001,props_urban,l4d2/props_urban/ceiling_light001.glb,0.000,1.100,0,none,
l4d2_props_urban_chimney001,Chimney001,props_urban,l4d2/props_urban/chimney001.glb,0.000,1.100,0,none,
l4d2_props_urban_chimney002,Chimney002,props_urban,l4d2/props_urban/chimney002.glb,0.000,1.100,0,none,
l4d2_props_urban_chimney003,Chimney003,props_urban,l4d2/props_urban/chimney003.glb,0.000,1.100,0,none,
l4d2_props_urban_chimney005,Chimney005,props_urban,l4d2/props_urban/chimney005.glb,0.000,1.100,0,none,
l4d2_props_urban_chimney005_02,Chimney005 02,props_urban,l4d2/props_urban/chimney005_02.glb,0.000,1.100,0,none,
l4d2_props_urban_chimney006,Chimney006,props_urban,l4d2/props_urban/chimney006.glb,0.000,1.100,0,none,
l4d2_props_urban_chimney006_02,Chimney006 02,props_urban,l4d2/props_urban/chimney006_02.glb,0.000,1.100,0,none,
l4d2_props_urban_concreteblock_corner001,Concreteblock Corner001,props_urban,l4d2/props_urban/concreteblock_corner001.glb,0.000,1.100,0,none,
l4d2_props_urban_concreteblock_wall001,Concreteblock Wall001,props_urban,l4d2/props_urban/concreteblock_wall001.glb,0.000,1.100,0,none,
l4d2_props_urban_concreteblock_wall002,Concreteblock Wall002,props_urban,l4d2/props_urban/concreteblock_wall002.glb,0.000,1.100,0,none,
l4d2_props_urban_concreteblock_wall002_32,Concreteblock Wall002 32,props_urban,l4d2/props_urban/concreteblock_wall002_32.glb,0.000,1.100,0,none,
l4d2_props_urban_curb_drain001_32,Curb Drain001 32,props_urban,l4d2/props_urban/curb_drain001_32.glb,0.000,1.100,0,none,
l4d2_props_urban_curb_ramp001_64,Curb Ramp001 64,props_urban,l4d2/props_urban/curb_ramp001_64.glb,0.000,1.100,0,none,
l4d2_props_urban_curb_straight001_32,Curb Straight001 32,props_urban,l4d2/props_urban/curb_straight001_32.glb,0.000,1.100,0,none,
l4d2_props_urban_curb_straight001_64,Curb Straight001 64,props_urban,l4d2/props_urban/curb_straight001_64.glb,0.000,1.100,0,none,
l4d2_props_urban_dock_cleat001,Dock Cleat001,props_urban,l4d2/props_urban/dock_cleat001.glb,0.000,1.100,0,none,
l4d2_props_urban_dock_pylon_cap001,Dock Pylon Cap001,props_urban,l4d2/props_urban/dock_pylon_cap001.glb,0.000,1.100,0,none,
l4d2_props_urban_dock_pylon_clamp001,Dock Pylon Clamp001,props_urban,l4d2/props_urban/dock_pylon_clamp001.glb,0.000,1.100,0,none,
l4d2_props_urban_elevator_buttons001,Elevator Buttons001,props_urban,l4d2/props_urban/elevator_buttons001.glb,0.000,1.100,0,none,
l4d2_props_urban_emergency_light001,Emergency Light001,props_urban,l4d2/props_urban/emergency_light001.glb,0.000,1.100,0,none,
l4d2_props_urban_exit_sign001,Exit Sign001,props_urban,l4d2/props_urban/exit_sign001.glb,0.000,1.100,0,none,
l4d2_props_urban_exit_sign002,Exit Sign002,props_urban,l4d2/props_urban/exit_sign002.glb,0.000,1.100,0,none,
l4d2_props_urban_fence_barbwire001_64,Fence Barbwire001 64,props_urban,l4d2/props_urban/fence_barbwire001_64.glb,0.000,1.100,0,none,
l4d2_props_urban_fence_gate_post003,Fence Gate Post003,props_urban,l4d2/props_urban/fence_gate_post003.glb,0.000,1.100,0,none,
l4d2_props_urban_fence_gate003,Fence Gate003,props_urban,l4d2/props_urban/fence_gate003.glb,0.000,1.100,0,none,
l4d2_props_urban_fence_post_barbwire001,Fence Post Barbwire001,props_urban,l4d2/props_urban/fence_post_barbwire001.glb,0.000,1.100,0,none,
